,label,dimension1,dimension2,dimension3,dimension4,dimension5
81,0.0,-0.25358904005712035,0.24911555691599754,0.08168312215767934,0.07981637481665063,0.05059304505935957
82,0.0,0.06459221211948164,0.4872583885056168,-0.007704657346162443,-0.2673236742631872,-0.06524502947630671
83,1.0,0.5685674885949313,-0.0027250241368353438,-0.24185959332034343,-0.12627042754805579,0.23549132969235842
84,0.0,-0.20755533034963483,0.3833324230414265,0.03303903097710754,0.1636549311218917,-0.250000744975177
85,0.0,-0.18482664900930487,0.4181662076498864,0.16823351655450908,-0.02989523251520331,-0.020365223819558097
86,0.0,0.19460460862051723,0.4446987011858898,0.04406826973026558,-0.21996234886404947,-0.06847050369520455
87,0.0,0.04979030896695326,0.5582651484788471,-0.18861497173223618,-0.2213422710627884,-0.12164203081057186
88,0.0,0.2019953778484325,0.39186710281796633,-0.10123389156486202,-0.18347274748341058,0.03937535809785781
89,0.0,0.02600117696220858,0.5203974830428049,-0.07478900609939909,-0.1662028736440735,0.08839139682678829
90,0.0,0.32077702968927013,0.40796417519604994,0.06989671761064536,-0.22233300944333462,0.12256897185877338
91,0.0,0.32143343188959983,0.41425553509199164,-0.017725558159633763,-0.22612906778350989,-0.02707893560300038
92,0.0,0.4415392325651485,0.2807470433384042,0.07729749579627164,-0.31167292043306805,0.11184443755147389
93,0.0,-0.1838147986997874,0.4707149173616337,-0.10166631947475582,0.280333527538888,0.11251799472326408
94,0.0,-0.23462377312608143,0.48206879980710743,0.037723689135557216,0.25731927679246497,-0.13420809889217553
95,0.0,-0.39876299122205944,0.06683594716357386,0.013597706528910573,-0.029833680500998293,-0.4275069608554386
96,0.0,0.1323110319696311,0.23321980205353252,0.10538052734799078,0.2729046334274791,-0.5308350218924208
97,0.0,-0.2032374360263952,0.4464500454060718,0.19783835453158558,0.056762120397934254,0.07554807402845061
98,0.0,-0.49130214716769366,0.23922424661216554,0.03267109573275783,0.05795744000142648,-0.09477670822888937
99,0.0,-0.2222115037224524,0.4056179514653572,-0.2774180477784391,-0.05582632484358552,0.2166438039255901
100,0.0,-0.17841514383960277,0.38337567613628465,0.24622560397528434,0.14225464232630658,0.09142376250304195
101,0.0,0.08820370608907561,0.39156168626833354,0.3339376787678245,0.09781526490542368,0.05497809573774506
102,0.0,-0.04596278979446888,0.31689829836022365,-0.21441303435631553,0.14029463946932166,0.009048882052148953
103,0.0,0.12716525650965563,0.4868996464959611,0.11850083985038856,0.05833405977828166,0.0386321027083315
104,0.0,-0.16835980303232398,0.3799321186462681,0.03967858534651009,0.06805153676743944,0.13364408096283492
105,0.0,0.3349418379301106,0.4019361547405888,-0.2977734036888714,-0.23913172499196525,0.2694846006616388
106,0.0,0.03085597703086443,0.4126791416751292,0.07058909997674868,0.029191624957718734,0.11674771516387401
107,0.0,0.3313382974160012,0.26983251996776897,0.0022654223449406733,-0.13368079569288244,0.026132872645438357
108,0.0,-0.032524867547102224,0.4598523036326668,0.025864039335591105,0.05341349500695277,0.019599711838837963
109,0.0,-0.3632618315966524,0.39117920565241726,-0.20486976915136104,0.013571828295155183,-0.20322224798652933
110,0.0,-0.25892867635736116,0.2828274955146965,-0.2966233190332691,0.5155649334945855,-0.08963789466759596
111,0.0,0.00122122332849956,0.38322539480144174,-0.04177941957014178,0.2500148862637674,0.02181620160076704
112,0.0,0.3111520987676646,0.2701939844952771,-0.2176472941591025,-0.404514290661137,0.02891139747990117
113,0.0,0.09922015631953532,0.507021834970808,0.02509214203773121,-0.24097187695933395,-0.19508673237260044
114,0.0,0.01873269992537525,0.4568995501812116,-0.17163237179692842,-0.13513800108502586,-0.004356921847908521
115,0.0,-0.0613720074246988,0.7775430928097298,-0.11997278260830435,-0.39826093932406625,0.042470215661243926
116,0.0,-0.025310937021955606,0.5591676321354124,0.07615439226355487,0.13161300621730593,0.010180324938459578
117,0.0,0.0012572931396182421,0.4428981739396173,-0.026131449319948888,0.03640234794971976,-0.12998351139751158
118,0.0,0.5127375941420081,0.17117932001502606,0.1535656842653125,0.19995685972119698,0.3305511946193085
119,0.0,0.091064227236843,0.4113666783119906,-0.09967962601539067,0.22590472450843624,0.2341190345642583
120,0.0,-0.2207087583527606,0.35964855596880213,-0.25984429399569997,0.1518881380596733,-0.05497293016404521
121,0.0,-0.3578556357217309,0.2433096368635006,-0.8427169984813665,-0.245588832287574,-0.4187227643994703
122,0.0,0.1967368656305359,0.2684062682164066,-0.6169349144040913,0.13927154345268022,0.026960259561354605
123,0.0,0.04668325340771408,0.10259407256572362,-0.5036227595579099,0.5809210296093601,0.3444577573706724
124,0.0,-0.2763795897960788,0.34824768903946285,-0.537753131582057,0.5637751318796577,0.07585306853407127
125,0.0,-0.05804949723161646,0.44330088722611855,-0.16415660432358994,0.09733215887176304,0.0865691621897438
126,0.0,-0.05615699526178603,0.2891234970369946,-0.17335677697144755,0.030635509324516107,-0.053021485949217996
127,0.0,0.3183515422114133,0.36904009791843945,-0.4573777871973694,-0.34381044738800726,-0.18004914004587733
128,0.0,0.06168944409587668,0.43037289870483975,-0.18327286180907806,-0.022905123288910468,-0.09050233383396046
129,0.0,0.33511325240748624,0.23311753907466545,-0.2957070372556754,0.18424088881680084,0.20308468523904621
130,1.0,0.33887840965882304,-0.016305418220350806,0.47927988259926646,0.16721534155724654,-0.37232408804983985
131,1.0,0.5254733856918785,-0.06851820579946107,0.2433079890358541,0.28694893878559213,-0.19245525180004738
132,1.0,0.6106086868117541,-0.03875973249122138,0.21590535079670714,0.1833546262046254,-0.3033876537057926
133,1.0,0.47050330071118335,-0.07800551962876774,0.18353600013714946,0.40265659286466887,-0.241271470244662
134,1.0,0.5595223905602729,0.04556075048695655,0.2455821674299022,-0.3510630048859553,0.056370244672425
135,1.0,0.7008876262838496,-0.10578362491732242,0.15063085896727801,-0.2754496517187152,0.11476370148599409
136,1.0,0.8683670975045145,-0.04072808405874728,-0.08935019113920471,0.013961670145170819,0.15876384998149812
137,1.0,0.8627809227377133,-0.07820065501633294,-0.4558861947646034,-0.05285060027903056,0.1766980068194902
138,1.0,0.6837495421095003,-0.13388880697513053,0.04145261594765732,-0.10755317479147777,0.29756439856089273
139,1.0,0.4907193649047866,0.0005567425969722438,-0.1779787341479027,-0.19330281359499552,-0.004933385170480264
140,1.0,0.5694530981168106,0.005364615106248021,-0.057792321263037454,-0.1569824730364873,0.07785683500459972
141,1.0,0.42467735202139106,-0.0995305796215085,0.18182578897404525,0.06980556860318238,0.09926844587769554
142,1.0,0.6156200304107537,-0.04775163592444645,-0.0884780308303604,-0.13482794731641662,0.06067943551826858
143,1.0,0.5221733294423371,-0.13844376178229265,-0.15546773831544972,0.12750288502850995,0.3322637637265109
144,1.0,0.477614571768238,-0.22729822959369603,0.15630997230518784,0.33799699418486595,-0.10376555947208012
145,1.0,0.5796796573700425,-0.15773925128884425,0.08446943283313312,0.12673223391027666,0.06759960286713027
146,1.0,0.9152164456850012,-0.21423137300159198,0.07525253820998179,0.34735937970460884,0.294632307119013
147,1.0,0.7367888443866017,-0.25226755506363113,-0.1535649511042596,0.16179924285785152,0.140757681098688
148,1.0,0.6038628408597831,-0.32796291261241317,0.0007154044050594228,0.054874959348659366,-0.018353745295491417
149,1.0,0.6542441347856425,-0.3785551535365902,0.0459399169384993,0.27713077924287377,-0.20858067121414184
150,1.0,0.5208422627934148,-0.3830620583790844,0.06038858187319974,0.32102677584033806,-0.4639247180234037
151,1.0,0.5496214180810591,-0.3349173769007251,0.13480118369148436,0.31817681410589727,-0.4472336595490344
152,1.0,0.406086595209614,-0.19028041400974857,-0.009633004752044356,0.1355685072791049,-0.5649404049177236
153,1.0,0.6678751564315838,-0.4471357037596091,-0.01322079781757772,-0.12391370237809282,0.06345515247414991
154,1.0,0.6267857981852099,-0.08896154903287623,0.27004657439639357,-0.1815651047769748,-0.15946089656210588
155,1.0,0.8170550870238477,-0.39179846781314487,-0.2513756423539351,0.017311009692255023,0.21921415763419738
156,1.0,0.6509798715065896,-0.41221174493543217,-0.07124726190495814,0.13250735543412495,0.13877519812941883
157,1.0,0.7134306265390642,-0.20437147255980068,-0.24815544788528737,-0.320630432517406,-0.10935007470908838
158,1.0,0.2565759994812528,-0.6453058419559632,-0.2481957571473981,-0.2592783338796129,-0.27853679767450334
159,1.0,0.37364251700162115,-0.44353227622160185,-0.11828997652562598,-0.222117582851045,-0.2199626471897739
160,1.0,0.6750120389737183,-0.14345927979637899,-0.12705076421056127,0.06252093821021258,0.03968582654399258
161,1.0,0.5174846785558058,-0.2291872757777997,0.04051356162982048,-0.1444386469006926,0.08609243374135646
162,1.0,0.6260695648780519,-0.04628051948305631,-0.140376429122232,-0.22200846182000117,0.06207065246301556
163,1.0,0.579008532115868,-0.13907481600185984,0.14146186520183868,0.1369570348128822,0.023117156004477855
164,1.0,0.6243756753192966,-0.3488683118506169,0.15991440224599918,0.03292312008621262,-0.03914208648885442
165,1.0,0.7663497875788433,-0.22301853181583436,-0.07287328535926663,0.04945748132337892,0.21935984331574657
166,1.0,0.5630111919890175,-0.47656559805475146,-0.07389449299301912,0.0010389397116392315,-0.18273702414765744
167,1.0,0.6243889062673857,-0.2887693673991231,0.14386426642023156,0.10494246659065387,0.0015739051000670597
168,1.0,0.4725142056440815,-0.3607810316991058,-0.021218673925280866,-0.034030243181119364,-0.2580167921261923
169,1.0,0.4823933609376387,-0.41598880347543304,-0.2504307822460227,0.3243821368101085,-0.2343736449303125
170,1.0,0.6791822803564137,0.06575188839537859,0.16871982357327533,0.13808317269981907,-0.018977165777094896
171,1.0,0.7745303668726551,-0.18191366037809162,0.21294201894262627,-0.023504041176425617,-0.02597415143274897
172,1.0,0.5376563936957777,-0.46240469629611236,0.13701899573673457,-0.03480618252642592,-0.01045130300163042
173,1.0,0.7395095026882136,-0.47190114948566764,-0.2093603269195719,0.14972686868653548,0.2917687230979503
174,1.0,0.5817811389989138,-0.3483657523156396,-0.0835902850701044,0.07522573768937925,-0.05031562705604771
175,1.0,0.6263128876683179,-0.5468570130705918,0.030494755175098115,0.17013732206193888,-0.07373820323664836
176,1.0,0.5729911024096558,-0.4255160867641207,0.09453671740645404,-0.13739317096603962,-0.1505591791149015
177,1.0,0.7017639971012217,-0.5135049826839486,-0.29390996110839107,-0.08137147340427006,0.025138174788832363
