,label,dimension1,dimension2,dimension3,dimension4
25,0.0,-0.2157877951697159,0.009262703313640427,-0.47474497191949716,-0.3460619604443626
26,0.0,-0.41553199570253174,-0.1554703849001593,0.007117479610611869,-0.11148041092873241
27,0.0,-0.28394697007355135,-0.08973642622503156,0.27160569214272967,-0.008176529427239058
28,0.0,-0.47509922696507056,-0.0880516479352777,-0.1866214716617491,-0.21608994754331157
29,0.0,-0.5143964692959472,-0.10460250195341556,0.1204725163777231,0.057307538046513624
30,0.0,-0.5209658119510374,-0.2584308843861458,-0.10897900779203482,-0.20155565033655917
31,0.0,-0.575738232641882,-0.36115578796928527,0.11326690752265213,-0.04589269650837853
32,0.0,-0.30214463880672304,-0.05149430641522892,0.04322296778726903,-0.22673082278617432
33,0.0,-0.36702197148787913,-0.2686166298718987,-0.08599779668802345,-0.4826436771508137
34,0.0,-0.3030224681173558,-0.12141320164109412,0.05016390701094485,-0.08691532052457066
35,0.0,-0.45833887764168585,-0.030309882187644115,-0.07903004251551714,0.03821640822501624
36,0.0,-0.27156632474012343,-0.07612384058168063,0.05054016954144231,-0.15182631176662814
37,0.0,-0.23200418878053491,-0.05033027626527197,0.1464454448008736,-0.1033268804624683
38,0.0,-0.3054804033914171,0.06167755626928456,0.3008662314107483,-0.034409273410520615
39,0.0,-0.5196050330379148,-0.3138300614716688,-0.16767054984351668,0.41321078266201244
40,0.0,-0.5305751143582871,-0.1295366226701523,-0.07987875900018757,-0.0023697367611770774
41,0.0,-0.18704452557053117,-0.12483030599971216,-0.06658919955821138,0.26671830034084787
42,0.0,-0.7055081974474835,-0.2369515817296753,0.0027698711375064725,0.16408721301551496
43,0.0,-0.11151729877638399,-0.0693158637483764,-0.19004656749509766,0.28577739901469035
44,0.0,-0.46736065166416646,-0.004173057947184964,0.012999301634350082,0.11490409501664701
45,0.0,-0.2901228005049378,-0.3672210627943886,-0.206461390457481,0.19830292114323256
46,0.0,-0.5832593702171348,-0.3090004811654624,-0.16028315866639986,0.19506336685075265
47,0.0,-0.6202790286065462,-0.19381063078197713,0.08482394017334051,0.16212786852448804
48,0.0,-0.39482236979249796,-0.2935989701810615,-0.01430538931535146,-0.0631582008482857
49,0.0,-0.5596201611830267,-0.40827057904743935,0.05253998194198607,-0.1215310506327849
50,0.0,-0.6317213426093584,-0.15307510382013406,0.25689375580324886,0.1772863802381415
51,0.0,-0.6194299068901965,-0.18957707433023135,0.06397051922053537,-0.04219918078879692
52,0.0,-0.7310574664323576,-0.3528821729370492,-0.021161196838713845,-0.09531524496516078
53,0.0,-0.44637239109178783,-0.375445366898909,-0.013089687463062657,-0.2761824282098009
54,0.0,-0.47227168601954395,-0.2175837750695671,0.1670297933757068,0.1280986762631259
55,0.0,-0.5265194748613792,-0.24735341160835486,-0.03821784375387545,0.08552809968290848
56,0.0,-0.580922837679425,-0.296118381635174,0.03485631835795723,0.06251924056624844
57,0.0,-0.4564996599158436,-0.25417286056582455,-0.0033896971506024846,-0.12893118163769657
58,0.0,-0.6686733057944824,-0.3736266919481526,0.06871725883506519,0.04757496342739085
59,1.0,0.23661213113714685,0.4158976792119207,0.8358210657761522,0.12736068132377645
60,1.0,0.4110830172088744,0.23904205629752787,0.32634768097888067,-0.5601518642412128
61,1.0,0.4534661450533516,0.11538704309110245,0.33994256931457595,-0.26368096763944815
62,0.0,-0.010290872329033408,0.14405831199130997,0.3892844537296899,-0.06894438867357192
63,0.0,-0.45368070833041074,0.3585913099280062,0.04159142292112491,0.11358204319747717
64,1.0,0.1858890689913408,0.43197061182508595,0.1201303475299085,-0.3008545061036708
65,0.0,-0.13251439981175894,0.1770252321352529,0.05753628408619562,-0.189545371432189
66,0.0,-0.48166073292930567,0.2482215092823942,0.21133872123373573,0.11687691453699377
67,0.0,-0.13735979016157512,0.4312816106917742,0.19393501265450622,0.08054996556294783
68,1.0,0.22015782906003187,0.02607390733680944,0.2725964177715369,-0.43940388070701236
69,0.0,-0.3450315443539117,0.31613448598540467,0.3821993753905041,0.2604211465401477
70,1.0,0.3679434084157719,0.15591642824641838,0.3068329311204828,-0.056553166164934145
71,0.0,-0.4083243507324551,0.2219976031710094,-0.19639692574052078,6.95967752991512e-05
72,0.0,0.07542113153048363,0.19612961980322763,0.07801229622460347,0.08961325368922018
73,0.0,-0.5992765569827557,0.08583317923986591,-0.3602840360296925,-0.052155918926574625
74,0.0,-0.4595622608973296,0.2774063181993341,0.05319561870375071,0.17271950717222345
75,1.0,0.23186090313245913,0.4394992763828004,0.35648240499704376,0.03886702134033201
76,0.0,-0.06493976550691241,0.3108163939948918,0.46878207432989966,0.11374171580645409
77,1.0,0.32373637061722144,0.3221913122319793,0.05146130081160482,0.04179187679170639
78,0.0,-0.1339286220841756,0.16785729250653364,0.32032834733360527,-0.02522706885463752
79,0.0,-0.0863464613983473,0.2509418908718359,-0.4543378769550298,0.03750316777999207
80,0.0,-0.18747731553360567,0.649776371819142,0.1554355522041936,-0.026219612983894698
81,0.0,-0.25358904005712035,0.24911555691599757,0.08168312215767934,0.07981637481665062
82,0.0,0.06459221211948163,0.48725838850561687,-0.007704657346162451,-0.2673236742631872
83,1.0,0.5685674885949312,-0.0027250241368353438,-0.24185959332034337,-0.12627042754805576
84,0.0,-0.20755533034963483,0.38333242304142645,0.03303903097710752,0.1636549311218917
85,0.0,-0.18482664900930484,0.4181662076498864,0.16823351655450908,-0.029895232515203284
86,1.0,0.1946046086205172,0.44469870118588983,0.044068269730265563,-0.21996234886404947
87,0.0,0.049790308966953266,0.5582651484788471,-0.18861497173223615,-0.22134227106278845
88,1.0,0.2019953778484325,0.39186710281796633,-0.10123389156486202,-0.18347274748341058
89,0.0,0.02600117696220858,0.520397483042805,-0.07478900609939909,-0.16620287364407352
90,1.0,0.32077702968927013,0.40796417519605,0.06989671761064538,-0.22233300944333462
91,1.0,0.32143343188959983,0.41425553509199153,-0.017725558159633767,-0.22612906778350989
92,1.0,0.4415392325651485,0.2807470433384043,0.07729749579627165,-0.31167292043306805
93,0.0,-0.1838147986997874,0.4707149173616337,-0.10166631947475582,0.280333527538888
94,0.0,-0.23462377312608143,0.4820687998071075,0.0377236891355572,0.25731927679246497
95,0.0,-0.3987629912220595,0.06683594716357391,0.01359770652891058,-0.029833680500998275
96,0.0,0.13231103196963107,0.23321980205353252,0.10538052734799074,0.2729046334274791
97,0.0,-0.2032374360263952,0.4464500454060718,0.1978383545315856,0.056762120397934275
98,0.0,-0.49130214716769366,0.23922424661216554,0.03267109573275784,0.057957440001426525
99,0.0,-0.2222115037224524,0.4056179514653571,-0.27741804777843915,-0.05582632484358552
100,0.0,-0.17841514383960277,0.3833756761362847,0.24622560397528434,0.14225464232630658
101,0.0,0.08820370608907563,0.3915616862683336,0.3339376787678246,0.09781526490542368
102,0.0,-0.04596278979446888,0.31689829836022365,-0.21441303435631553,0.1402946394693217
103,0.0,0.1271652565096556,0.4868996464959612,0.11850083985038856,0.05833405977828166
104,0.0,-0.16835980303232398,0.37993211864626814,0.0396785853465101,0.06805153676743943
105,1.0,0.3349418379301106,0.40193615474058886,-0.29777340368887134,-0.23913172499196525
106,0.0,0.030855977030864432,0.41267914167512926,0.0705890999767487,0.029191624957718734
107,1.0,0.3313382974160012,0.269832519967769,0.00226542234494068,-0.13368079569288246
108,0.0,-0.032524867547102196,0.4598523036326669,0.025864039335591105,0.05341349500695279
109,0.0,-0.3632618315966524,0.3911792056524172,-0.20486976915136104,0.013571828295155196
110,0.0,-0.2589286763573611,0.28282749551469644,-0.2966233190332691,0.5155649334945857
111,0.0,0.0012212233284995462,0.3832253948014418,-0.041779419570141786,0.25001488626376733
112,1.0,0.3111520987676646,0.2701939844952771,-0.21764729415910253,-0.404514290661137
113,0.0,0.0992201563195353,0.507021834970808,0.025092142037731236,-0.240971876959334
114,0.0,0.018732699925375237,0.45689955018121164,-0.17163237179692842,-0.13513800108502588
115,0.0,-0.06137200742469883,0.7775430928097299,-0.11997278260830435,-0.39826093932406625
116,0.0,-0.025310937021955592,0.5591676321354124,0.07615439226355492,0.13161300621730593
117,0.0,0.0012572931396182421,0.44289817393961733,-0.026131449319948888,0.036402347949719756
118,1.0,0.512737594142008,0.17117932001502606,0.1535656842653125,0.19995685972119698
119,0.0,0.09106422723684304,0.4113666783119906,-0.09967962601539065,0.22590472450843624
120,0.0,-0.22070875835276058,0.35964855596880213,-0.25984429399569997,0.15188813805967333
121,0.0,-0.35785563572173096,0.2433096368635006,-0.8427169984813664,-0.24558883228757394
122,1.0,0.19673686563053588,0.2684062682164066,-0.6169349144040913,0.13927154345268022
123,0.0,0.046683253407714106,0.10259407256572363,-0.5036227595579099,0.5809210296093601
124,0.0,-0.2763795897960788,0.3482476890394628,-0.537753131582057,0.5637751318796577
125,0.0,-0.05804949723161643,0.4433008872261185,-0.16415660432358994,0.09733215887176304
126,0.0,-0.056156995261786004,0.2891234970369946,-0.17335677697144758,0.030635509324516128
127,1.0,0.3183515422114133,0.3690400979184395,-0.4573777871973693,-0.34381044738800726
128,0.0,0.061689444095876685,0.43037289870483975,-0.18327286180907806,-0.022905123288910468
129,1.0,0.33511325240748624,0.23311753907466548,-0.2957070372556754,0.18424088881680084
130,1.0,0.33887840965882304,-0.01630541822035082,0.47927988259926635,0.16721534155724652
131,1.0,0.5254733856918786,-0.06851820579946107,0.24330798903585404,0.28694893878559213
132,1.0,0.6106086868117542,-0.03875973249122138,0.21590535079670714,0.18335462620462542
133,1.0,0.47050330071118335,-0.07800551962876773,0.18353600013714946,0.40265659286466887
134,1.0,0.5595223905602729,0.045560750486956555,0.2455821674299022,-0.3510630048859554
135,1.0,0.7008876262838497,-0.1057836249173224,0.15063085896727801,-0.2754496517187152
136,1.0,0.8683670975045145,-0.04072808405874726,-0.08935019113920462,0.013961670145170807
137,1.0,0.8627809227377132,-0.07820065501633292,-0.45588619476460357,-0.05285060027903056
138,1.0,0.6837495421095002,-0.13388880697513053,0.04145261594765732,-0.10755317479147777
139,1.0,0.4907193649047867,0.0005567425969722369,-0.1779787341479027,-0.19330281359499552
140,1.0,0.5694530981168106,0.005364615106248021,-0.057792321263037426,-0.15698247303648727
141,1.0,0.42467735202139106,-0.0995305796215085,0.18182578897404528,0.06980556860318236
142,1.0,0.6156200304107536,-0.04775163592444645,-0.0884780308303604,-0.1348279473164166
143,1.0,0.522173329442337,-0.13844376178229265,-0.1554677383154498,0.1275028850285099
144,1.0,0.47761457176823796,-0.22729822959369606,0.15630997230518784,0.33799699418486595
145,1.0,0.5796796573700425,-0.15773925128884425,0.08446943283313314,0.1267322339102767
146,1.0,0.9152164456850013,-0.21423137300159198,0.07525253820998183,0.34735937970460884
147,1.0,0.7367888443866016,-0.25226755506363113,-0.15356495110425963,0.1617992428578515
148,1.0,0.6038628408597831,-0.3279629126124132,0.0007154044050594523,0.05487495934865935
149,1.0,0.6542441347856425,-0.37855515353659025,0.04593991693849929,0.2771307792428739
150,1.0,0.5208422627934148,-0.38306205837908447,0.06038858187319974,0.3210267758403381
151,1.0,0.5496214180810591,-0.33491737690072504,0.13480118369148436,0.3181768141058973
152,1.0,0.40608659520961393,-0.19028041400974857,-0.009633004752044384,0.13556850727910488
153,1.0,0.6678751564315837,-0.4471357037596091,-0.013220797817577712,-0.12391370237809282
154,1.0,0.6267857981852099,-0.08896154903287624,0.27004657439639357,-0.18156510477697477
155,1.0,0.8170550870238477,-0.39179846781314487,-0.25137564235393506,0.017311009692255
156,1.0,0.6509798715065898,-0.4122117449354322,-0.07124726190495818,0.13250735543412495
157,1.0,0.7134306265390642,-0.20437147255980068,-0.24815544788528737,-0.3206304325174061
158,1.0,0.25657599948125276,-0.6453058419559632,-0.24819575714739808,-0.2592783338796129
159,1.0,0.37364251700162115,-0.44353227622160185,-0.11828997652562599,-0.22211758285104496
160,1.0,0.6750120389737183,-0.143459279796379,-0.12705076421056127,0.06252093821021258
161,1.0,0.5174846785558058,-0.2291872757777997,0.04051356162982052,-0.1444386469006926
162,1.0,0.6260695648780518,-0.04628051948305631,-0.140376429122232,-0.22200846182000117
163,1.0,0.5790085321158681,-0.13907481600185984,0.14146186520183868,0.1369570348128822
164,1.0,0.6243756753192967,-0.3488683118506169,0.15991440224599918,0.032923120086212614
165,1.0,0.7663497875788433,-0.22301853181583436,-0.07287328535926658,0.04945748132337893
166,1.0,0.5630111919890175,-0.4765655980547515,-0.07389449299301909,0.0010389397116392636
167,1.0,0.6243889062673857,-0.28876936739912307,0.14386426642023156,0.10494246659065386
168,1.0,0.47251420564408136,-0.3607810316991058,-0.02121867392528087,-0.03403024318111935
169,1.0,0.48239336093763857,-0.415988803475433,-0.2504307822460228,0.3243821368101086
170,1.0,0.6791822803564136,0.06575188839537863,0.16871982357327533,0.13808317269981907
171,1.0,0.774530366872655,-0.18191366037809162,0.21294201894262627,-0.023504041176425617
172,1.0,0.5376563936957776,-0.4624046962961123,0.1370189957367346,-0.03480618252642592
173,1.0,0.7395095026882137,-0.4719011494856677,-0.20936032691957193,0.14972686868653545
174,1.0,0.5817811389989138,-0.3483657523156396,-0.08359028507010438,0.07522573768937924
175,1.0,0.6263128876683179,-0.5468570130705916,0.030494755175098115,0.1701373220619389
176,1.0,0.5729911024096557,-0.4255160867641208,0.09453671740645404,-0.13739317096603965
177,1.0,0.7017639971012217,-0.5135049826839486,-0.29390996110839107,-0.08137147340427003
