,label,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8
16,0.0,-0.42699090502750375,-0.4508426844199115,-0.054436552719391636,-0.18292259309988387,-0.12418633164945132,-0.1220115195065475,0.03951549009970844,-0.05259676335755506
17,0.0,-0.3665957035520893,-0.3157503408790419,-0.05367905134455641,-0.29928805160577865,-0.10514692229355047,-0.014204390820201767,0.007005839764481608,0.03766674900200436
18,0.0,-0.7187885333456527,-0.5938813318982702,0.09664755675402982,-0.2845093158502469,0.021023963659573527,0.008632435438818729,0.014507668939378823,0.13966394865685994
19,0.0,-0.4588849856396345,-0.1757822396114295,-0.04618901813228945,0.31330717125931146,0.034250829143778194,-0.1657791827559531,0.004221223074464375,0.051965648198022636
20,0.0,-0.661852288038142,-0.12783103158536313,0.01213422964866379,0.09565323296047509,-0.02285568924909712,-0.004312421046617165,0.011306460790016536,-0.12907876084437675
21,0.0,-0.267900031953801,0.009811275653937595,-0.26843396188888424,0.26758568773358454,0.0878631742477457,-0.15833870178852702,0.0504127678961883,-0.022291003669586043
22,0.0,-0.5997823988279931,0.0007824945226002204,0.003718254783522159,0.02830357769454157,0.1852389675950085,-0.16843276617289363,-0.09617618362348967,-0.057834868223994584
23,0.0,-0.4178947999370138,0.11378690097270132,0.03768131932859575,-0.0036485379555986123,0.04462902736505267,-0.17341713643638873,-0.1240466762790487,0.07077231626351914
24,0.0,-0.44994039168693756,0.0983771974086479,-0.11918478646117547,-0.009418453045811227,0.06531552638026437,-0.18609053720251056,-0.18713275013508388,-0.10685187398202185
25,0.0,-0.21578779516971588,0.009262703313640448,-0.4747449719194971,-0.34606196044436255,-0.23615023353772663,-0.2436317495652456,0.04754587409127128,-0.05349693326214787
26,0.0,-0.41553199570253174,-0.1554703849001593,0.007117479610611862,-0.11148041092873241,0.13110691886405854,-0.057881670328664085,-0.11538537994937821,0.19496729154093853
27,0.0,-0.28394697007355135,-0.08973642622503156,0.27160569214272967,-0.008176529427239058,0.10649613381817195,-0.1354754621709238,-0.020478277877055032,0.09202250866111858
28,0.0,-0.47509922696507056,-0.0880516479352777,-0.18662147166174914,-0.21608994754331154,0.040811550453108594,-0.15092288797090456,-0.0701331250391865,-0.07330907532963273
29,0.0,-0.5143964692959472,-0.10460250195341556,0.1204725163777231,0.057307538046513624,0.17553488855680696,-0.026546063041667095,-0.08501873599908782,-0.13078155670083272
30,0.0,-0.5209658119510375,-0.2584308843861458,-0.10897900779203482,-0.20155565033655917,-0.1768205422125683,-0.00912213218949792,-0.026941418176854918,-0.08074313885426156
31,0.0,-0.575738232641882,-0.3611557879692853,0.11326690752265213,-0.04589269650837852,-0.10102207075503052,-0.051798049189939,-0.0029231014097577776,0.07292460294159211
32,0.0,-0.30214463880672304,-0.05149430641522892,0.04322296778726901,-0.22673082278617432,0.1353528363409077,-0.05286618724835904,0.12535124165259467,-0.12270195480569612
33,0.0,-0.3670219714878792,-0.2686166298718987,-0.08599779668802342,-0.4826436771508137,-0.0410886825295525,-0.23349255411748052,0.11866239248026547,0.07510855724001958
34,0.0,-0.3030224681173558,-0.12141320164109412,0.05016390701094486,-0.08691532052457066,-0.07054558263241376,-0.23239533760750156,-0.009966573407843968,-0.009236379523460195
35,0.0,-0.4583388776416858,-0.0303098821876441,-0.07903004251551712,0.03821640822501627,-0.02061512722224862,-0.04047613858453471,-0.14127007936421573,-0.06736933406117955
36,0.0,-0.27156632474012343,-0.07612384058168065,0.050540169541442304,-0.15182631176662814,-0.03807604281399306,-0.14088439068938335,-0.010736503951861806,0.12171430757597516
37,0.0,-0.2320041887805349,-0.050330276265271985,0.14644544480087363,-0.10332688046246831,-0.046563240645965655,-0.13766842854833938,-0.0119272496082959,0.09733156645599986
38,0.0,-0.3054804033914171,0.061677556269284534,0.30086623141074825,-0.03440927341052064,0.08745093827794227,-0.08167117046582262,0.03484470997038996,0.06848255315361317
39,0.0,-0.5196050330379148,-0.31383006147166886,-0.16767054984351668,0.4132107826620124,0.14857852302726932,-0.11302942912365092,0.15046047158825357,-0.016368564484545236
40,0.0,-0.5305751143582872,-0.1295366226701523,-0.07987875900018755,-0.00236973676117708,-0.006222927916715864,0.19379235917079038,0.06527546546536826,-0.012112401457955634
41,0.0,-0.18704452557053114,-0.12483030599971215,-0.06658919955821137,0.2667183003408479,0.2621977931465549,-0.11236240102108633,-0.00989139856840496,0.05678521929563062
42,0.0,-0.7055081974474836,-0.23695158172967526,0.0027698711375064725,0.16408721301551493,0.05310662800571041,-0.03158483465718415,-0.18573508136781786,0.14899022642799653
43,0.0,-0.11151729877638399,-0.06931586374837638,-0.1900465674950977,0.28577739901469035,0.1969720371178046,-0.017013687207719713,0.06849783246262318,0.07311060044777679
44,0.0,-0.46736065166416646,-0.004173057947184964,0.012999301634350112,0.11490409501664701,0.01674556239952852,0.14078562002301445,0.01632111116812246,0.0797487301425337
45,0.0,-0.2901228005049378,-0.3672210627943886,-0.20646139045748096,0.19830292114323256,0.2274196543744796,-0.2484718510228652,-0.04305391721868258,0.06891973272457619
46,0.0,-0.5832593702171348,-0.3090004811654623,-0.16028315866639986,0.19506336685075268,0.3002568629222747,-0.01995119883226123,0.058466365480252046,-0.05471124763129868
47,0.0,-0.6202790286065462,-0.19381063078197713,0.0848239401733405,0.1621278685244881,0.05576850264006008,0.16102022595828996,-0.08933110951971002,-0.0105181838853891
48,0.0,-0.39482236979249796,-0.2935989701810615,-0.01430538931535146,-0.06315820084828572,0.002660929689073229,0.08551173092139636,0.03373976995759814,-0.15207540887439555
49,0.0,-0.5596201611830267,-0.40827057904743935,0.05253998194198609,-0.1215310506327849,0.007954082531126798,0.11858135420853144,-0.007520575483550447,-0.015818164345390073
50,0.0,-0.6317213426093585,-0.15307510382013406,0.25689375580324886,0.17728638023814156,0.030857817380664582,0.3059736516792309,0.16377672885697073,-0.0213418756389747
51,0.0,-0.6194299068901966,-0.18957707433023138,0.06397051922053539,-0.042199180788796906,0.0289835487342454,-0.09563191117613595,-0.04763215476563655,-0.14576281394953194
52,0.0,-0.7310574664323576,-0.3528821729370492,-0.021161196838713845,-0.09531524496516078,0.08812298417882726,0.15023308820202533,-0.004519877899955848,0.2427927808450942
53,0.0,-0.44637239109178783,-0.375445366898909,-0.013089687463062643,-0.27618242820980093,0.019702896565555253,-0.11970709854476731,0.07474591725300483,0.11936874711061081
54,0.0,-0.47227168601954395,-0.21758377506956708,0.1670297933757068,0.12809867626312593,-0.05429877546484342,-0.07827029924509468,-0.03315300871422439,0.026847271339838854
55,0.0,-0.5265194748613792,-0.24735341160835483,-0.03821784375387545,0.08552809968290848,-0.23252381975970662,0.02755925567365267,0.02533383914962568,-0.06525819394228125
56,0.0,-0.580922837679425,-0.296118381635174,0.03485631835795723,0.06251924056624844,-0.005938768477160484,0.0651831576255751,-0.03102840191196107,-0.032542160179978005
57,0.0,-0.4564996599158437,-0.25417286056582455,-0.0033896971506024776,-0.12893118163769657,-0.003386342035056333,-0.04827020934230587,-0.00589252577067597,0.2016654201615476
58,0.0,-0.6686733057944824,-0.3736266919481526,0.06871725883506521,0.04757496342739085,-0.13533915213536896,0.09976212603985812,-0.06805829230516187,0.17470322498390156
59,1.0,0.23661213113714688,0.4158976792119208,0.8358210657761522,0.12736068132377645,0.21433300695537183,0.02228995045141043,0.04555765011436264,0.1617671681034307
60,1.0,0.4110830172088744,0.23904205629752784,0.3263476809788807,-0.5601518642412128,0.12319001948315754,-0.08600808902731244,0.1390506768780399,0.20095771955979821
61,1.0,0.4534661450533516,0.11538704309110245,0.3399425693145759,-0.26368096763944815,0.03697355848724415,0.12908164396222724,0.014353851693126857,0.13184160011012078
62,0.0,-0.0102908723290334,0.14405831199130997,0.3892844537296899,-0.0689443886735719,0.1188054196450571,-0.12735787422117065,-0.15776677670638276,-0.11668697779503735
63,0.0,-0.45368070833041074,0.3585913099280062,0.04159142292112491,0.11358204319747713,-0.12602716865069957,0.25301070783542656,-0.15439159327428706,0.08238868010386578
64,1.0,0.1858890689913408,0.43197061182508595,0.12013034752990848,-0.3008545061036708,-0.0766855167533521,-0.15699270314356636,0.08241525114840277,-0.03261749350945791
65,0.0,-0.13251439981175897,0.1770252321352529,0.057536284086195634,-0.18954537143218894,-0.15705500899200922,0.13086589812197083,0.09736097449162646,0.012677317132909465
66,0.0,-0.48166073292930567,0.2482215092823942,0.2113387212337357,0.11687691453699377,0.15969831691107744,0.42264888443053017,-0.10853351279190274,-0.10321249395154825
67,0.0,-0.13735979016157512,0.43128161069177423,0.19393501265450616,0.08054996556294786,0.08590673615801724,0.019821798472838943,-0.2939549673304442,-0.027282524192798776
68,1.0,0.22015782906003187,0.02607390733680945,0.2725964177715369,-0.43940388070701236,0.06839235333197387,-0.12102961235103736,-0.006262525959866316,0.1711079104121736
69,0.0,-0.3450315443539117,0.3161344859854047,0.38219937539050414,0.2604211465401477,-0.35625567616242515,-0.1539901738431985,0.48606230827287633,-0.24204654973126943
70,1.0,0.3679434084157719,0.15591642824641833,0.3068329311204828,-0.056553166164934165,-0.15721174334889437,-0.1322777484620114,0.1581431534564182,-0.054145242057367315
71,0.0,-0.40832435073245504,0.2219976031710094,-0.19639692574052078,6.959677529916508e-05,-0.12354577760068737,-0.07466691626399295,-0.34408856790778275,-0.31449402140059685
72,0.0,0.07542113153048363,0.19612961980322763,0.07801229622460347,0.0896132536892202,-0.04529971222086299,-0.1316671786727232,-0.33799988804679354,-0.2084577629909188
73,0.0,-0.5992765569827557,0.08583317923986591,-0.36028403602969256,-0.052155918926574625,-0.48299081191877263,-0.32792050409958334,0.005174804832480074,-0.10485379160719373
74,0.0,-0.45956226089732954,0.27740631819933403,0.053195618703750704,0.17271950717222342,-0.2688528315551572,-0.009239394841341035,-0.10757128376691924,0.23499107388154514
75,1.0,0.23186090313245916,0.4394992763828005,0.3564824049970437,0.038867021340332,-1.3393382214520347e-05,0.0012807129914836545,0.15681303489834691,0.04966029821793607
76,0.0,-0.06493976550691241,0.31081639399489186,0.46878207432989966,0.11374171580645408,0.04274609123557902,0.1456959053636015,-0.10676294017506625,-0.17897605284162757
77,1.0,0.3237363706172214,0.3221913122319793,0.05146130081160482,0.0417918767917064,0.04286821332626654,-0.1712522458067341,0.19547103682165992,0.13861130292509094
78,0.0,-0.1339286220841756,0.16785729250653364,0.3203283473336053,-0.02522706885463751,-0.23885428865465402,0.13392573279493786,0.5309521741637716,-0.1359123553470232
79,0.0,-0.0863464613983473,0.2509418908718359,-0.45433787695502986,0.037503167779992075,0.14017714749796692,-0.04877148485466879,0.12962141730091972,-0.0719426146093224
80,0.0,-0.1874773155336056,0.6497763718191419,0.1554355522041936,-0.02621961298389467,0.0082690935778817,0.05508330876369411,-0.09689210796324449,-0.06529889563493985
81,0.0,-0.25358904005712035,0.24911555691599754,0.08168312215767934,0.07981637481665063,0.05059304505935957,-0.0034467359883173948,-0.07688502496488395,-0.08040335835128722
82,0.0,0.06459221211948164,0.4872583885056168,-0.007704657346162443,-0.2673236742631872,-0.06524502947630671,-0.11492150488414263,-0.13093214092460853,-0.08672738331678018
83,1.0,0.5685674885949313,-0.0027250241368353438,-0.24185959332034343,-0.12627042754805579,0.23549132969235842,0.09190959246806406,0.09359766673046198,-0.12022668409327551
84,0.0,-0.20755533034963483,0.3833324230414265,0.03303903097710754,0.1636549311218917,-0.250000744975177,0.1504987671234274,-0.03828497045008769,0.022938893166959923
85,0.0,-0.18482664900930487,0.4181662076498864,0.16823351655450908,-0.02989523251520331,-0.020365223819558097,-0.07198446613846658,-0.0679868007154707,-0.10930146343247725
86,1.0,0.19460460862051723,0.4446987011858898,0.04406826973026558,-0.21996234886404947,-0.06847050369520455,-0.06128639672289169,0.05524048270351922,-0.1469995478830167
87,0.0,0.04979030896695326,0.5582651484788471,-0.18861497173223618,-0.2213422710627884,-0.12164203081057186,-0.21908459124977994,-0.10702311637078313,-0.07718833826677829
88,1.0,0.2019953778484325,0.39186710281796633,-0.10123389156486202,-0.18347274748341058,0.03937535809785781,-0.03388903790834174,0.0030255437442716963,0.11695949906243076
89,0.0,0.02600117696220858,0.5203974830428049,-0.07478900609939909,-0.1662028736440735,0.08839139682678829,-0.024478170617167564,-0.2083729326117844,-0.02362682804053861
90,1.0,0.32077702968927013,0.40796417519604994,0.06989671761064536,-0.22233300944333462,0.12256897185877338,0.07226780717461251,0.1018471481147242,-0.054846726117319194
91,1.0,0.32143343188959983,0.41425553509199164,-0.017725558159633763,-0.22612906778350989,-0.02707893560300038,0.02889779404309507,-0.011802117599741176,-0.12741333721727116
92,1.0,0.4415392325651485,0.2807470433384042,0.07729749579627164,-0.31167292043306805,0.11184443755147389,0.1159879801816639,0.02085956345224242,-0.16762364810554448
93,0.0,-0.1838147986997874,0.4707149173616337,-0.10166631947475582,0.280333527538888,0.11251799472326408,0.029796430648410723,0.02417397438959751,-0.0847833491267116
94,0.0,-0.23462377312608143,0.48206879980710743,0.037723689135557216,0.25731927679246497,-0.13420809889217553,0.01456455639298863,-0.05050153214380241,0.20447223546362228
95,0.0,-0.39876299122205944,0.06683594716357386,0.013597706528910573,-0.029833680500998293,-0.4275069608554386,-0.014260964565813054,0.6880842925227975,-0.17045101965491335
96,0.0,0.1323110319696311,0.23321980205353252,0.10538052734799078,0.2729046334274791,-0.5308350218924208,-0.3634702644914718,0.19207884845691364,0.01598804778525131
97,0.0,-0.2032374360263952,0.4464500454060718,0.19783835453158558,0.056762120397934254,0.07554807402845061,0.16343596491515755,0.01531812190246613,-0.006559165201820218
98,0.0,-0.49130214716769366,0.23922424661216554,0.03267109573275783,0.05795744000142648,-0.09477670822888937,0.32061336599235923,-0.1033309076186349,0.19172201792485183
99,0.0,-0.2222115037224524,0.4056179514653572,-0.2774180477784391,-0.05582632484358552,0.2166438039255901,0.23250059700643744,0.32449907396185446,-0.13619494963227494
100,0.0,-0.17841514383960277,0.38337567613628465,0.24622560397528434,0.14225464232630658,0.09142376250304195,-0.03982594029226749,0.10533623747654457,0.03121747418962878
101,0.0,0.08820370608907561,0.39156168626833354,0.3339376787678245,0.09781526490542368,0.05497809573774506,-0.06862995725631907,-0.05596687891139514,-0.15484298426095827
102,0.0,-0.04596278979446888,0.31689829836022365,-0.21441303435631553,0.14029463946932166,0.009048882052148953,-0.049603033124479015,-0.13228490593709066,0.10943008446199376
103,0.0,0.12716525650965563,0.4868996464959611,0.11850083985038856,0.05833405977828166,0.0386321027083315,0.15810809828028313,0.013443639094032706,0.110424750424533
104,0.0,-0.16835980303232398,0.3799321186462681,0.03967858534651009,0.06805153676743944,0.13364408096283492,-0.03043245084510503,-0.1323509082643966,-0.05956231069224013
105,1.0,0.3349418379301106,0.4019361547405888,-0.2977734036888714,-0.23913172499196525,0.2694846006616388,0.04819561886980337,-0.004790745239286788,-0.09398557063721039
106,0.0,0.03085597703086443,0.4126791416751292,0.07058909997674868,0.029191624957718734,0.11674771516387401,0.056811405802008025,-0.08137181967085592,-0.09093431016746735
107,1.0,0.3313382974160012,0.26983251996776897,0.0022654223449406733,-0.13368079569288244,0.026132872645438357,0.05593773022032382,-0.06458608066104736,-0.18446774762771156
108,0.0,-0.032524867547102224,0.4598523036326668,0.025864039335591105,0.05341349500695277,0.019599711838837963,0.27049858748888045,0.012563086371349997,-0.06804316187735258
109,0.0,-0.3632618315966524,0.39117920565241726,-0.20486976915136104,0.013571828295155183,-0.20322224798652933,0.13431358527560713,0.034544874297058936,0.107984955925211
110,0.0,-0.25892867635736116,0.2828274955146965,-0.2966233190332691,0.5155649334945855,-0.08963789466759596,0.43434598003570396,0.47123206033320586,0.04613132359776624
111,0.0,0.00122122332849956,0.38322539480144174,-0.04177941957014178,0.2500148862637674,0.02181620160076704,-0.005148870828448774,-0.15923240412891543,0.04891256645421682
112,1.0,0.3111520987676646,0.2701939844952771,-0.2176472941591025,-0.404514290661137,0.02891139747990117,-0.19380542310129287,0.15635721163320004,0.1456316160226211
113,0.0,0.09922015631953532,0.507021834970808,0.02509214203773121,-0.24097187695933395,-0.19508673237260044,0.1296018404487616,-0.04599514979849316,0.1585733336301741
114,0.0,0.01873269992537525,0.4568995501812116,-0.17163237179692842,-0.13513800108502586,-0.004356921847908521,0.026773174864638035,-0.2623427724109072,0.12927559366434588
115,0.0,-0.0613720074246988,0.7775430928097298,-0.11997278260830435,-0.39826093932406625,0.042470215661243926,0.08813447223131407,0.22238925654633168,-0.05589531981649786
116,0.0,-0.025310937021955606,0.5591676321354124,0.07615439226355487,0.13161300621730593,0.010180324938459578,0.004914739424110469,-0.09067363653496141,-0.022249838205440686
117,0.0,0.0012572931396182421,0.4428981739396173,-0.026131449319948888,0.03640234794971976,-0.12998351139751158,-0.0661516131134077,0.0022916361798648293,-0.14414995709265677
118,1.0,0.5127375941420081,0.17117932001502606,0.1535656842653125,0.19995685972119698,0.3305511946193085,0.03971540243733087,-0.01977178451071653,0.07464993836022106
119,0.0,0.091064227236843,0.4113666783119906,-0.09967962601539067,0.22590472450843624,0.2341190345642583,-0.007372711687116905,0.16763661988900608,-0.00991433998390975
120,0.0,-0.2207087583527606,0.35964855596880213,-0.25984429399569997,0.1518881380596733,-0.05497293016404521,0.11172985769703694,0.006272642389397624,0.2756110625676518
121,0.0,-0.3578556357217309,0.2433096368635006,-0.8427169984813665,-0.245588832287574,-0.4187227643994703,0.0894671666283078,-0.13769058531905948,0.24965051021637336
122,1.0,0.1967368656305359,0.2684062682164066,-0.6169349144040913,0.13927154345268022,0.026960259561354605,-0.19010976264146098,0.043663834169085064,-0.07096139186567305
123,0.0,0.04668325340771408,0.10259407256572362,-0.5036227595579099,0.5809210296093601,0.3444577573706724,0.030953548897700852,0.06391643394016992,-0.04176744367405982
124,0.0,-0.2763795897960788,0.34824768903946285,-0.537753131582057,0.5637751318796577,0.07585306853407127,0.22510241761789562,0.060599603360191615,0.010478472366142695
125,0.0,-0.05804949723161646,0.44330088722611855,-0.16415660432358994,0.09733215887176304,0.0865691621897438,0.10419558614419167,-0.15572579870982384,0.11993396809869108
126,0.0,-0.05615699526178603,0.2891234970369946,-0.17335677697144755,0.030635509324516107,-0.053021485949217996,0.3050966826220477,-0.18758840978062208,0.08883552913384506
127,1.0,0.3183515422114133,0.36904009791843945,-0.4573777871973694,-0.34381044738800726,-0.18004914004587733,0.042487262913060014,-0.014293646887605921,-0.009853624776407879
128,0.0,0.06168944409587668,0.43037289870483975,-0.18327286180907806,-0.022905123288910468,-0.09050233383396046,0.1248306340237824,-0.10209935903186795,-0.1114368960878949
129,1.0,0.33511325240748624,0.23311753907466545,-0.2957070372556754,0.18424088881680084,0.20308468523904621,-0.05236246946490663,0.033579232486263974,0.13832956497534282
130,1.0,0.33887840965882304,-0.016305418220350806,0.47927988259926646,0.16721534155724654,-0.37232408804983985,-0.1540834586936952,0.051222964882724646,0.052214193057332305
131,1.0,0.5254733856918785,-0.06851820579946107,0.2433079890358541,0.28694893878559213,-0.19245525180004738,-0.1579585995368132,-0.039231255494991485,0.020949149434670102
132,1.0,0.6106086868117541,-0.03875973249122138,0.21590535079670714,0.1833546262046254,-0.3033876537057926,-0.11580416139641901,-0.16320587627695496,-0.032053273176685465
133,1.0,0.47050330071118335,-0.07800551962876774,0.18353600013714946,0.40265659286466887,-0.241271470244662,-0.2001280764500466,-0.002096546869227566,0.08992223995526603
134,1.0,0.5595223905602729,0.04556075048695655,0.2455821674299022,-0.3510630048859553,0.056370244672425,0.25468212906403803,0.03281315118534766,0.12376655872016754
135,1.0,0.7008876262838496,-0.10578362491732242,0.15063085896727801,-0.2754496517187152,0.11476370148599409,0.14389090618408992,0.08292197732131495,0.12728246067276708
136,1.0,0.8683670975045145,-0.04072808405874728,-0.08935019113920471,0.013961670145170819,0.15876384998149812,-0.1807950428942849,0.18636937608328394,0.17486115765925178
137,1.0,0.8627809227377133,-0.07820065501633294,-0.4558861947646034,-0.05285060027903056,0.1766980068194902,-0.12641829714174524,0.18550397880319636,0.05473111898436556
138,1.0,0.6837495421095003,-0.13388880697513053,0.04145261594765732,-0.10755317479147777,0.29756439856089273,-0.011357386502357786,0.014972950939226036,-0.05543002261092318
139,1.0,0.4907193649047866,0.0005567425969722438,-0.1779787341479027,-0.19330281359499552,-0.004933385170480264,-0.12852263218781548,-0.057619437635303195,0.0766844385443577
140,1.0,0.5694530981168106,0.005364615106248021,-0.057792321263037454,-0.1569824730364873,0.07785683500459972,-0.1856463355675891,-0.07861294764014969,0.026319386227480018
141,1.0,0.42467735202139106,-0.0995305796215085,0.18182578897404525,0.06980556860318238,0.09926844587769554,-0.1903081897448133,-0.21316110423101034,-0.017094870626393983
142,1.0,0.6156200304107537,-0.04775163592444645,-0.0884780308303604,-0.13482794731641662,0.06067943551826858,-0.29232119517777533,-0.14262394643910892,-0.09217154384644972
143,1.0,0.5221733294423371,-0.13844376178229265,-0.15546773831544972,0.12750288502850995,0.3322637637265109,-0.16202196589052043,0.06941096977681024,-0.05531299438685409
144,1.0,0.477614571768238,-0.22729822959369603,0.15630997230518784,0.33799699418486595,-0.10376555947208012,-0.08106063824269599,0.1472091051708106,0.15784698429048497
145,1.0,0.5796796573700425,-0.15773925128884425,0.08446943283313312,0.12673223391027666,0.06759960286713027,-0.09758525197513182,0.14341430636666702,-0.019892155837888215
146,1.0,0.9152164456850012,-0.21423137300159198,0.07525253820998179,0.34735937970460884,0.294632307119013,-0.14593953438809024,-0.0706806170295982,-0.13294619587764872
147,1.0,0.7367888443866017,-0.25226755506363113,-0.1535649511042596,0.16179924285785152,0.140757681098688,-0.0014209687800467153,-0.07242876210967333,0.1322301061166526
148,1.0,0.6038628408597831,-0.32796291261241317,0.0007154044050594228,0.054874959348659366,-0.018353745295491417,0.1490661065019314,-0.0924229617234475,0.029675194932120043
149,1.0,0.6542441347856425,-0.3785551535365902,0.0459399169384993,0.27713077924287377,-0.20858067121414184,0.03744400840244918,0.026268725006103007,0.02492819683455307
150,1.0,0.5208422627934148,-0.3830620583790844,0.06038858187319974,0.32102677584033806,-0.4639247180234037,-0.08015396105776625,-0.07843056506009886,-0.09932517637484978
151,1.0,0.5496214180810591,-0.3349173769007251,0.13480118369148436,0.31817681410589727,-0.4472336595490344,0.1403373929278906,-0.1371405185866605,0.04132491234081174
152,1.0,0.406086595209614,-0.19028041400974857,-0.009633004752044356,0.1355685072791049,-0.5649404049177236,0.06968903176132127,-0.13516663258502878,-0.03958339002473853
153,1.0,0.6678751564315838,-0.4471357037596091,-0.01322079781757772,-0.12391370237809282,0.06345515247414991,0.38291339610964387,0.14109327068995764,-0.007167507525522806
154,1.0,0.6267857981852099,-0.08896154903287623,0.27004657439639357,-0.1815651047769748,-0.15946089656210588,0.25229616571072766,0.04331942628407559,0.016128449647724176
155,1.0,0.8170550870238477,-0.39179846781314487,-0.2513756423539351,0.017311009692255023,0.21921415763419738,0.12473817494951864,0.19515441722304808,0.009234787078466694
156,1.0,0.6509798715065896,-0.41221174493543217,-0.07124726190495814,0.13250735543412495,0.13877519812941883,0.21443167440647806,-0.03448880804508331,-0.10244440610248444
157,1.0,0.7134306265390642,-0.20437147255980068,-0.24815544788528737,-0.320630432517406,-0.10935007470908838,0.022917290801771198,-0.005402411208807199,0.12008188096319372
158,1.0,0.2565759994812528,-0.6453058419559632,-0.2481957571473981,-0.2592783338796129,-0.27853679767450334,0.5678509133141613,-0.19785603869241156,-0.244511520829915
159,1.0,0.37364251700162115,-0.44353227622160185,-0.11828997652562598,-0.222117582851045,-0.2199626471897739,0.5397009342606915,-0.1686182369202301,-0.06824512444858997
160,1.0,0.6750120389737183,-0.14345927979637899,-0.12705076421056127,0.06252093821021258,0.03968582654399258,0.20268130581155894,-0.021084872066154482,0.2507977140045127
161,1.0,0.5174846785558058,-0.2291872757777997,0.04051356162982048,-0.1444386469006926,0.08609243374135646,-0.19676842894052934,0.03176799668492303,-0.04669576895219088
162,1.0,0.6260695648780519,-0.04628051948305631,-0.140376429122232,-0.22200846182000117,0.06207065246301556,-0.12293465132199918,0.07368095559289695,-0.002240307280578567
163,1.0,0.579008532115868,-0.13907481600185984,0.14146186520183868,0.1369570348128822,0.023117156004477855,-0.13778016726013134,0.0917262072234974,0.052125010210872805
164,1.0,0.6243756753192966,-0.3488683118506169,0.15991440224599918,0.03292312008621262,-0.03914208648885442,0.06694715429756763,-0.20834083581783575,-0.15296275445414836
165,1.0,0.7663497875788433,-0.22301853181583436,-0.07287328535926663,0.04945748132337892,0.21935984331574657,-0.04424873399059996,-0.008062222316484942,-0.20828706060944185
166,1.0,0.5630111919890175,-0.47656559805475146,-0.07389449299301912,0.0010389397116392315,-0.18273702414765744,0.023517502913767925,0.034101134425202205,-0.09975669751115983
167,1.0,0.6243889062673857,-0.2887693673991231,0.14386426642023156,0.10494246659065387,0.0015739051000670597,0.0988744477918328,-0.09553004798029449,0.06507237063090204
168,1.0,0.4725142056440815,-0.3607810316991058,-0.021218673925280866,-0.034030243181119364,-0.2580167921261923,-0.02505048293710773,-0.10237244360407867,-0.16960613454861134
